"Label (Grouping)","Androscoggin County, Maine!!Total!!Estimate","Androscoggin County, Maine!!Total!!Margin of Error","Androscoggin County, Maine!!Native!!Estimate","Androscoggin County, Maine!!Native!!Margin of Error","Androscoggin County, Maine!!Foreign born!!Estimate","Androscoggin County, Maine!!Foreign born!!Margin of Error","Androscoggin County, Maine!!Foreign born; Naturalized citizen!!Estimate","Androscoggin County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Androscoggin County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Androscoggin County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Aroostook County, Maine!!Total!!Estimate","Aroostook County, Maine!!Total!!Margin of Error","Aroostook County, Maine!!Native!!Estimate","Aroostook County, Maine!!Native!!Margin of Error","Aroostook County, Maine!!Foreign born!!Estimate","Aroostook County, Maine!!Foreign born!!Margin of Error","Aroostook County, Maine!!Foreign born; Naturalized citizen!!Estimate","Aroostook County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Aroostook County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Aroostook County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Cumberland County, Maine!!Total!!Estimate","Cumberland County, Maine!!Total!!Margin of Error","Cumberland County, Maine!!Native!!Estimate","Cumberland County, Maine!!Native!!Margin of Error","Cumberland County, Maine!!Foreign born!!Estimate","Cumberland County, Maine!!Foreign born!!Margin of Error","Cumberland County, Maine!!Foreign born; Naturalized citizen!!Estimate","Cumberland County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Cumberland County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Cumberland County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Franklin County, Maine!!Total!!Estimate","Franklin County, Maine!!Total!!Margin of Error","Franklin County, Maine!!Native!!Estimate","Franklin County, Maine!!Native!!Margin of Error","Franklin County, Maine!!Foreign born!!Estimate","Franklin County, Maine!!Foreign born!!Margin of Error","Franklin County, Maine!!Foreign born; Naturalized citizen!!Estimate","Franklin County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Franklin County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Franklin County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Hancock County, Maine!!Total!!Estimate","Hancock County, Maine!!Total!!Margin of Error","Hancock County, Maine!!Native!!Estimate","Hancock County, Maine!!Native!!Margin of Error","Hancock County, Maine!!Foreign born!!Estimate","Hancock County, Maine!!Foreign born!!Margin of Error","Hancock County, Maine!!Foreign born; Naturalized citizen!!Estimate","Hancock County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Hancock County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Hancock County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Kennebec County, Maine!!Total!!Estimate","Kennebec County, Maine!!Total!!Margin of Error","Kennebec County, Maine!!Native!!Estimate","Kennebec County, Maine!!Native!!Margin of Error","Kennebec County, Maine!!Foreign born!!Estimate","Kennebec County, Maine!!Foreign born!!Margin of Error","Kennebec County, Maine!!Foreign born; Naturalized citizen!!Estimate","Kennebec County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Kennebec County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Kennebec County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Knox County, Maine!!Total!!Estimate","Knox County, Maine!!Total!!Margin of Error","Knox County, Maine!!Native!!Estimate","Knox County, Maine!!Native!!Margin of Error","Knox County, Maine!!Foreign born!!Estimate","Knox County, Maine!!Foreign born!!Margin of Error","Knox County, Maine!!Foreign born; Naturalized citizen!!Estimate","Knox County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Knox County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Knox County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Lincoln County, Maine!!Total!!Estimate","Lincoln County, Maine!!Total!!Margin of Error","Lincoln County, Maine!!Native!!Estimate","Lincoln County, Maine!!Native!!Margin of Error","Lincoln County, Maine!!Foreign born!!Estimate","Lincoln County, Maine!!Foreign born!!Margin of Error","Lincoln County, Maine!!Foreign born; Naturalized citizen!!Estimate","Lincoln County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Lincoln County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Lincoln County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Oxford County, Maine!!Total!!Estimate","Oxford County, Maine!!Total!!Margin of Error","Oxford County, Maine!!Native!!Estimate","Oxford County, Maine!!Native!!Margin of Error","Oxford County, Maine!!Foreign born!!Estimate","Oxford County, Maine!!Foreign born!!Margin of Error","Oxford County, Maine!!Foreign born; Naturalized citizen!!Estimate","Oxford County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Oxford County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Oxford County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Penobscot County, Maine!!Total!!Estimate","Penobscot County, Maine!!Total!!Margin of Error","Penobscot County, Maine!!Native!!Estimate","Penobscot County, Maine!!Native!!Margin of Error","Penobscot County, Maine!!Foreign born!!Estimate","Penobscot County, Maine!!Foreign born!!Margin of Error","Penobscot County, Maine!!Foreign born; Naturalized citizen!!Estimate","Penobscot County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Penobscot County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Penobscot County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Piscataquis County, Maine!!Total!!Estimate","Piscataquis County, Maine!!Total!!Margin of Error","Piscataquis County, Maine!!Native!!Estimate","Piscataquis County, Maine!!Native!!Margin of Error","Piscataquis County, Maine!!Foreign born!!Estimate","Piscataquis County, Maine!!Foreign born!!Margin of Error","Piscataquis County, Maine!!Foreign born; Naturalized citizen!!Estimate","Piscataquis County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Piscataquis County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Piscataquis County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Sagadahoc County, Maine!!Total!!Estimate","Sagadahoc County, Maine!!Total!!Margin of Error","Sagadahoc County, Maine!!Native!!Estimate","Sagadahoc County, Maine!!Native!!Margin of Error","Sagadahoc County, Maine!!Foreign born!!Estimate","Sagadahoc County, Maine!!Foreign born!!Margin of Error","Sagadahoc County, Maine!!Foreign born; Naturalized citizen!!Estimate","Sagadahoc County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Sagadahoc County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Sagadahoc County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Somerset County, Maine!!Total!!Estimate","Somerset County, Maine!!Total!!Margin of Error","Somerset County, Maine!!Native!!Estimate","Somerset County, Maine!!Native!!Margin of Error","Somerset County, Maine!!Foreign born!!Estimate","Somerset County, Maine!!Foreign born!!Margin of Error","Somerset County, Maine!!Foreign born; Naturalized citizen!!Estimate","Somerset County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Somerset County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Somerset County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Waldo County, Maine!!Total!!Estimate","Waldo County, Maine!!Total!!Margin of Error","Waldo County, Maine!!Native!!Estimate","Waldo County, Maine!!Native!!Margin of Error","Waldo County, Maine!!Foreign born!!Estimate","Waldo County, Maine!!Foreign born!!Margin of Error","Waldo County, Maine!!Foreign born; Naturalized citizen!!Estimate","Waldo County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Waldo County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Waldo County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Washington County, Maine!!Total!!Estimate","Washington County, Maine!!Total!!Margin of Error","Washington County, Maine!!Native!!Estimate","Washington County, Maine!!Native!!Margin of Error","Washington County, Maine!!Foreign born!!Estimate","Washington County, Maine!!Foreign born!!Margin of Error","Washington County, Maine!!Foreign born; Naturalized citizen!!Estimate","Washington County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Washington County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Washington County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","York County, Maine!!Total!!Estimate","York County, Maine!!Total!!Margin of Error","York County, Maine!!Native!!Estimate","York County, Maine!!Native!!Margin of Error","York County, Maine!!Foreign born!!Estimate","York County, Maine!!Foreign born!!Margin of Error","York County, Maine!!Foreign born; Naturalized citizen!!Estimate","York County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","York County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","York County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error"
"        $75,000 or more","","","","","","","","","","","","","","","","","","","","","30.4%","±1.0","30.6%","±1.0","27.2%","±4.3","33.8%","±6.7","17.9%","±5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9%","±1.3","23.7%","±1.3","30.3%","±8.2","31.4%","±10.7","29.3%","±13.9"
"        Median earnings (dollars) for full-time, year-round workers:","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"            Male","","","","","","","","","","","","","","","","","","","","","58,447","±1,716","59,257","±1,644","50,217","±4,552","54,967","±7,999","40,346","±5,346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55,148","±1,458","54,903","±1,387","70,029","±13,885","68,603","±15,969","70,355","±35,238"
"            Female","","","","","","","","","","","","","","","","","","","","","50,216","±1,579","50,413","±1,505","44,206","±7,977","58,459","±17,025","34,935","±6,052","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44,068","±1,466","44,249","±1,550","41,875","±2,718","43,955","±11,901","39,972","±3,976"
"INCOME IN THE PAST 12 MONTHS (IN 2020 INFLATION-ADJUSTED DOLLARS)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Households","","","","","","","","","","","","","","","","","","","","","123,384","±887","116,274","±993","7,110","±580","4,369","±479","2,741","±400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86,919","±1,108","83,581","±1,162","3,338","±524","2,083","±406","1,255","±357"
"        With earnings","","","","","","","","","","","","","","","","","","","","","78.6%","±0.7","78.5%","±0.7","81.0%","±3.2","80.7%","±4.6","81.4%","±6.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.1%","±1.0","77.1%","±1.1","77.6%","±8.2","69.3%","±10.6","91.3%","±5.9"
"            Mean earnings (dollars)","","","","","","","","","","","","","","","","","","","","","98,236","±2,206","98,453","±2,247","94,799","±9,395","104,962","±12,192","78,725","±11,889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86,029","±2,289","85,254","±2,218","105,314","±24,848","121,313","±43,662","85,153","±12,934"
"        With Social Security income","","","","","","","","","","","","","","","","","","","","","32.0%","±0.6","32.7%","±0.6","20.2%","±3.2","26.1%","±4.6","10.7%","±5.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.4%","±0.9","36.2%","±1.0","40.3%","±8.9","48.5%","±10.7","26.5%","±15.4"
"            Mean Social Security income (dollars)","","","","","","","","","","","","","","","","","","","","","20,190","±460","20,274","±451","17,955","±2,574","20,421","±2,627","8,342","±2,867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19,825","±549","19,854","±554","19,158","±2,092","18,503","±2,371","21,147","±2,768"
"        With Supplemental Security Income","","","","","","","","","","","","","","","","","","","","","4.0%","±0.5","3.9%","±0.5","6.3%","±2.1","8.5%","±3.1","2.6%","±2.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3%","±0.7","5.3%","±0.7","5.8%","±4.2","9.3%","±6.5","0.0%","±2.2"
"            Mean Supplemental Security Income (dollars)","","","","","","","","","","","","","","","","","","","","","9,791","±713","9,725","±775","10,471","±1,588","10,427","±1,750","10,696","±3,615","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10,884","±902","10,915","±943","10,163","±3,111","10,163","±3,111","-","**"
"        With cash public assistance income","","","","","","","","","","","","","","","","","","","","","1.9%","±0.3","1.6%","±0.3","7.9%","±3.1","3.8%","±2.4","14.4%","±6.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.7%","±0.5","2.7%","±0.5","2.8%","±2.9","0.0%","±1.3","7.3%","±7.7"
"            Mean cash public assistance income (dollars)","","","","","","","","","","","","","","","","","","","","","3,692","±725","3,361","±820","4,772","±1,853","1,356","±775","6,199","±2,891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2,553","±382","2,594","±386","1,525","±1,183","-","**","1,525","±1,183"
"        With retirement income","","","","","","","","","","","","","","","","","","","","","20.8%","±0.8","21.4%","±0.8","10.3%","±2.3","12.5%","±3.0","6.9%","±4.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.2%","±1.1","24.1%","±1.1","27.2%","±8.8","31.3%","±10.5","20.4%","±15.9"
"            Mean retirement income (dollars)","","","","","","","","","","","","","","","","","","","","","28,347","±1,983","28,482","±2,056","23,752","±6,177","25,934","±7,809","17,493","±5,162","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27,547","±2,545","27,547","±2,636","27,549","±13,241","32,826","±16,881","14,090","±2,982"
"        With Food Stamp/SNAP benefits","","","","","","","","","","","","","","","","","","","","","7.9%","±0.6","6.9%","±0.6","23.6%","±4.5","18.9%","±4.6","31.0%","±8.0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.9%","±0.9","9.5%","±0.9","19.3%","±8.2","16.6%","±9.2","23.9%","±16.1"
"        Median Household income (dollars)","","","","","","","","","","","","","","","","","","","","","76,014","±1,563","76,855","±1,711","61,866","±5,864","70,368","±9,939","51,006","±12,254","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68,932","±2,239","68,712","±2,213","77,083","±16,334","69,436","±17,474","90,510","±35,279"
"        Average number of workers per household","","","","","","","","","","","","","","","","","","","","","1.29","±0.02","1.28","±0.02","1.38","±0.11","1.43","±0.13","1.31","±0.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.24","±0.02","1.24","±0.02","1.27","±0.20","1.00","±0.17","1.73","±0.39"
"POVERTY STATUS IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Population for whom poverty status is determined","","","","","","","","","","","","","","","","","","","","","286,132","±721","268,924","±1,151","17,208","±928","9,298","±880","7,910","±771","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","202,698","±458","195,536","±738","7,162","±602","4,172","±548","2,990","±545"
"        Below 100 percent of the poverty level","","","","","","","","","","","","","","","","","","","","","8.3%","±0.7","7.6%","±0.7","19.9%","±3.3","13.5%","±3.2","27.4%","±6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.4%","±0.7","7.5%","±0.8","5.7%","±2.5","5.8%","±3.4","5.6%","±3.3"
"        100 to 199 percent of the poverty level","","","","","","","","","","","","","","","","","","","","","11.5%","±1.0","11.2%","±0.9","17.0%","±4.0","15.6%","±4.7","18.6%","±5.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3%","±0.9","13.3%","±0.9","14.6%","±3.9","11.9%","±4.5","18.4%","±6.5"
"        At or above 200 percent of the poverty level","","","","","","","","","","","","","","","","","","","","","80.2%","±1.2","81.3%","±1.1","63.2%","±4.3","71.0%","±5.4","54.0%","±6.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.2%","±1.1","79.2%","±1.1","79.7%","±4.6","82.2%","±5.1","76.1%","±7.4"
"    POVERTY RATES FOR FAMILIES FOR WHOM POVERTY STATUS IS DETERMINED","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        All families","","","","","","","","","","","","","","","","","","","","","4.3%","±0.7","3.4%","±0.6","17.0%","±4.3","12.2%","±5.0","25.0%","±8.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7%","±0.9","4.8%","±0.9","3.9%","±2.8","3.0%","±2.9","5.1%","±5.1"
"            With related children of the householder under 18 years","","","","","","","","","","","","","","","","","","","","","7.1%","±1.5","6.1%","±1.4","16.9%","±6.1","12.7%","±5.2","21.6%","±11.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3%","±2.0","8.5%","±2.1","3.7%","±4.1","1.4%","±2.3","6.5%","±8.7"
"            With related children of the householder under 5 years only","","","","","","","","","","","","","","","","","","","","","3.4%","±1.5","3.3%","±1.6","4.1%","±6.2","14.0%","±22.1","0.0%","±10.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.1%","±3.6","6.9%","±3.7","12.3%","±21.6","0.0%","±37.8","19.8%","±37.5"
"        Married-couple family","","","","","","","","","","","","","","","","","","","","","2.3%","±0.5","1.7%","±0.4","12.0%","±5.2","7.0%","±4.3","19.6%","±11.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.5%","±0.5","2.4%","±0.5","4.2%","±3.0","3.4%","±3.3","5.3%","±5.7"
"            With related children of the householder under 18 years","","","","","","","","","","","","","","","","","","","","","3.3%","±1.1","2.1%","±0.8","16.3%","±8.6","8.1%","±6.4","23.1%","±14.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6%","±1.3","2.5%","±1.3","4.5%","±5.1","1.7%","±3.1","8.1%","±11.5"
"            With related children of the householder under 5 years only","","","","","","","","","","","","","","","","","","","","","1.0%","±0.9","1.1%","±0.9","0.0%","±10.6","0.0%","±53.5","0.0%","±11.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.4%","±3.0","1.9%","±3.1","12.3%","±21.6","0.0%","±37.8","19.8%","±37.5"
"        Female householder, no spouse present, family","","","","","","","","","","","","","","","","","","","","","15.0%","±3.6","13.0%","±3.8","34.4%","±9.9","24.3%","±11.5","51.0%","±18.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.9%","±4.6","16.3%","±4.6","2.6%","±5.9","0.0%","±24.5","4.3%","±10.9"
"            With related children of the householder under 18 years","","","","","","","","","","","","","","","","","","","","","20.4%","±5.5","19.5%","±5.9","28.3%","±12.8","26.8%","±13.8","32.9%","±27.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.9%","±6.9","24.6%","±6.8","0.0%","±17.1","0.0%","±38.2","0.0%","±24.7"
"            With related children of the householder under 5 years only","","","","","","","","","","","","","","","","","","","","","16.2%","±9.5","15.6%","±10.6","20.9%","±29.0","33.3%","±55.7","0.0%","±54.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.3%","±10.9","19.3%","±10.9","-","**","-","**","-","**"
"Occupied housing units","","","","","","","","","","","","","","","","","","","","","123,384","±887","116,274","±993","7,110","±580","4,369","±479","2,741","±400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86,919","±1,108","83,581","±1,162","3,338","±524","2,083","±406","1,255","±357"
"    HOUSING TENURE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Owner-occupied housing units","","","","","","","","","","","","","","","","","","","","","70.0%","±1.0","71.4%","±1.0","47.0%","±4.6","60.2%","±5.6","26.0%","±6.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","74.4%","±1.2","74.8%","±1.2","63.2%","±8.5","69.3%","±9.6","53.0%","±16.4"
"        Renter-occupied housing units","","","","","","","","","","","","","","","","","","","","","30.0%","±1.0","28.6%","±1.0","53.0%","±4.6","39.8%","±5.6","74.0%","±6.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.6%","±1.2","25.2%","±1.2","36.8%","±8.5","30.7%","±9.6","47.0%","±16.4"
"        Average household size of owner-occupied unit","","","","","","","","","","","","","","","","","","","","","2.47","±0.03","2.45","±0.03","2.88","±0.22","2.84","±0.24","3.02","±0.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.45","±0.03","2.45","±0.03","2.42","±0.25","2.27","±0.21","2.75","±0.72"
"        Average household size of renter-occupied unit","","","","","","","","","","","","","","","","","","","","","1.97","±0.05","1.87","±0.06","2.85","±0.28","2.66","±0.37","3.02","±0.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.99","±0.06","1.98","±0.07","2.10","±0.38","1.67","±0.44","2.57","±0.47"
